Profile: Function timing, sorted by time
Date:    Mon May 17 19:03:51 2004


Program Statistics
------------------
    Command line at 2004 May 17 19:01: "D:\Games\QUAKE\qmb-V1" 
    Total time: 43536.023 millisecond
    Time outside of functions: 439.296 millisecond
    Call depth: 89
    Total functions: 1622
    Total hits: 6370985
    Function coverage: 34.1%
    Overhead Calculated 12
    Overhead Average 12

Module Statistics for qmb-v1.exe
--------------------------------
    Time in module: 43096.727 millisecond
    Percent of time in module: 100.0%
    Functions in module: 1622
    Hits in module: 6370985
    Module function coverage: 34.1%

        Func          Func+Child           Hit
        Time   %         Time      %      Count  Function
---------------------------------------------------------
       0.875   0.0        0.875   0.0      419 _Mod_FindName (gl_model.obj)
       0.870   0.0       10.795   0.0        1 _WIPX_Init (net_wipx.obj)
       0.842   0.0        0.842   0.0       46 _png_create_read_struct (libpng12.dll)
       0.830   0.0        0.830   0.0      150 _Sys_FileSeek (sys_win.obj)
       0.818   0.0      466.022   1.1        1 _GL_SkinSplitShirt (gl_model.obj)
       0.753   0.0        0.753   0.0       24 _Hunk_FreeToLowMark (zone.obj)
       0.720   0.0       55.900   0.1     1417 _SCR_DrawFPS (gl_screen.obj)
       0.710   0.0        0.715   0.0        2 _CDAudio_GetAudioDiskInfo (cd_win.obj)
       0.617   0.0        0.000   0.0     1373 _IN_MouseMove (in_win.obj)
       0.607   0.0        0.607   0.0       46 _png_destroy_read_struct (libpng12.dll)
       0.543   0.0        0.516   0.0        2 _R_ClearParticles (gl_rpart.obj)
       0.540   0.0        0.575   0.0        1 _Host_WriteConfiguration (host.obj)
       0.422   0.0        0.458   0.0        1 _CL_ClearState (cl_main.obj)
       0.395   0.0       17.521   0.0       19 _BuildTris (gl_mesh.obj)
       0.388   0.0        0.388   0.0     1374 _V_SetContentsColor (view.obj)
       0.383   0.0       29.638   0.1        1 _SCR_Init (gl_screen.obj)
       0.373   0.0        7.477   0.0      398 _AddParticleColor (gl_rpart.obj)
       0.360   0.0     9772.014  22.7        1 _Mod_LoadTextures (gl_model.obj)
       0.342   0.0        0.341   0.0        1 _Check_Gamma (gl_vidnt.obj)
       0.325   0.0        0.325   0.0     2281 _AddFire (gl_rpart.obj)
       0.292   0.0        0.291   0.0        1 _CDAudio_Shutdown (cd_win.obj)
       0.292   0.0        0.000   0.0      114 _Con_Print (console.obj)
       0.260   0.0      229.113   0.5     1374 _R_DrawViewModel (gl_rmain.obj)
       0.252   0.0        0.261   0.0        1 _Mod_MakeHull0 (gl_model.obj)
       0.250   0.0        0.222   0.0        1 _CheckMultiTextureExtensions (gl_vidnt.obj)
       0.248   0.0        8.490   0.0        1 _CL_Init (cl_main.obj)
       0.242   0.0       70.170   0.2        1 _R_InitSky (gl_warp.obj)
       0.218   0.0        0.218   0.0     1374 _CL_DecayLights (cl_main.obj)
       0.204   0.0        0.498   0.0        1 _GL_Init (gl_vidnt.obj)
       0.177   0.0        0.177   0.0       46 _mypng_struct_destroy (gl_png.obj)
       0.173   0.0        0.000   0.0        1 _SV_Init (sv_main.obj)
       0.168   0.0        0.168   0.0       46 _png_read_update_info (libpng12.dll)
       0.149   0.0        0.149   0.0        1 _Sys_mkdir (sys_win.obj)
       0.141   0.0        0.141   0.0       60 _va (common.obj)
       0.137   0.0      869.449   2.0        1 _S_Init (snd_dma.obj)
       0.137   0.0        0.137   0.0        3 _BuildGammaTable (view.obj)
       0.134   0.0        0.134   0.0        1 _Cvar_WriteVariables (cvar.obj)
       0.125   0.0        0.125   0.0       14 _Img_HasFullbrights (gl_model.obj)
       0.092   0.0        0.092   0.0        1 _WINS_CloseSocket (net_wins.obj)
       0.087   0.0        0.280   0.0        4 _S_ClearBuffer (snd_dma.obj)
       0.082   0.0        0.082   0.0        1 _SND_InitScaletable (snd_mix.obj)
       0.080   0.0        0.080   0.0        2 _IN_ShowMouse (in_win.obj)
       0.075   0.0        0.075   0.0        2 _IN_DeactivateMouse (in_win.obj)
       0.069   0.0        0.069   0.0        1 _WIPX_CloseSocket (net_wipx.obj)
       0.065   0.0        0.062   0.0        1 _VID_InitDIB (gl_vidnt.obj)
       0.065   0.0        0.056   0.0        1 _IN_StartupMouse (in_win.obj)
       0.062   0.0        0.062   0.0      309 _Q_atof (common.obj)
       0.053   0.0        0.053   0.0       46 _mypng_struct_create (gl_png.obj)
       0.044   0.0        0.000   0.0        1 _CheckCombineExtension (gl_vidnt.obj)
       0.039   0.0        0.041   0.0        2 _CL_NewTranslation (cl_parse.obj)
       0.031   0.0      115.079   0.3        1 _R_NewMap (gl_rmisc.obj)
       0.031   0.0        0.000   0.0       44 _CL_ParseStatic (cl_parse.obj)
       0.028   0.0        0.000   0.0        1 _CL_PlayDemo_f (cl_demo.obj)
       0.028   0.0        0.000   0.0        1 _Mod_Init (gl_model.obj)
       0.025   0.0        0.000   0.0        1 _Key_Init (keys.obj)
       0.021   0.0        0.253   0.0        1 _Mod_LoadEntities (gl_model.obj)
       0.020   0.0        0.020   0.0        1 _Mod_ClearAll (gl_model.obj)
       0.020   0.0        0.038   0.0        1 _Host_ClearMemory (host.obj)
       0.020   0.0        0.020   0.0        1 _Math_Init (mathlib.obj)
       0.020   0.0       21.244   0.0        1 _CL_InitTEnts (cl_tent.obj)
       0.018   0.0        0.018   0.0        1 _CDAudio_Pause (cd_win.obj)
       0.016   0.0        0.033   0.0        1 _Mod_LoadVisibility (gl_model.obj)
       0.015   0.0        0.000   0.0        1 _Bot_Init (bot.obj)
       0.015   0.0        0.015   0.0        2 _IN_ClearStates (in_win.obj)
       0.014   0.0        6.126   0.0        2 _Cvar_SetValue (cvar.obj)
       0.014   0.0        0.013   0.0        1 _WIPX_GetSocketAddr (net_wipx.obj)
       0.014   0.0     4273.559   9.9        1 _Draw_Init (gl_draw.obj)
       0.013   0.0        0.292   0.0        4 _S_StopAllSounds (snd_dma.obj)
       0.012   0.0        0.012   0.0        2 _IN_HideMouse (in_win.obj)
       0.012   0.0        0.000   0.0        2 _R_InitTextures (gl_rmisc.obj)
       0.011   0.0        0.085   0.0      111 _W_GetLumpinfo (wad.obj)
       0.010   0.0        0.239   0.0        1 _Host_FindMaxClients (host.obj)
       0.010   0.0        0.010   0.0        2 _R_ClearHuds (gl_hud.obj)
       0.009   0.0       35.275   0.1        1 _Datagram_Init (net_dgrm.obj)
       0.008   0.0        0.008   0.0        1 _WIPX_AddrToString (net_wipx.obj)
       0.007   0.0        0.007   0.0        1 _COM_InitArgv (common.obj)
       0.007   0.0        0.000   0.0        5 _Con_SafePrintf (console.obj)
       0.007   0.0        0.007   0.0        2 _S_BlockSound (snd_win.obj)
       0.004   0.0        0.006   0.0        1 _Sys_Init (sys_win.obj)
       0.004   0.0        0.004   0.0        1 _Z_ClearZone (zone.obj)
       0.004   0.0        0.004   0.0       10 _Scrap_AllocBlock (gl_draw.obj)
       0.003   0.0      577.603   1.3        1 _Host_Quit_f (host_cmd.obj)
       0.001   0.0        0.001   0.0        3 _R_TranslatePlayerSkin (gl_rmisc.obj)
       0.001   0.0        0.000   0.0        1 _Cbuf_Init (cmd.obj)
       0.001   0.0        0.000   0.0        1 _Key_WriteBindings (keys.obj)
       0.000   0.0       13.218   0.0      200 _AddParticle (gl_rpart.obj)
       0.000   0.0        0.000   0.0       16 _AddParticleType (gl_rpart.obj)
       0.000   0.0        0.000   0.0     1890 _AddTrail (gl_rpart.obj)
       0.000   0.0        0.000   0.0     2014 _AddTrailColor (gl_rpart.obj)
       0.000   0.0        0.013   0.0        2 _AppActivate (gl_vidnt.obj)
       0.000   0.0        0.000   0.0      722 _BoundPoly (gl_warp.obj)
       0.000   0.0        0.000   0.0  1489367 _BoxOnPlaneSide (mathlib.obj)
       0.000   0.0        0.000   0.0     5144 _BuildSurfaceDisplayList (gl_rsurf.obj)
       0.000   0.0        0.380   0.0        1 _CDAudio_Play (cd_win.obj)
       0.000   0.0        0.000   0.0        1 _CDAudio_Resume (cd_win.obj)
       0.000   0.0        0.000   0.0        1 _CDAudio_Stop (cd_win.obj)
       0.000   0.0        0.000   0.0     1374 _CDAudio_Update (cd_win.obj)
       0.000   0.0        0.000   0.0     1373 _CL_AdjustAngles (cl_input.obj)
       0.000   0.0        0.000   0.0      256 _CL_AllocDlight (cl_main.obj)
       0.000   0.0        0.000   0.0     1373 _CL_BaseMove (cl_input.obj)
       0.000   0.0        0.117   0.0        2 _CL_Disconnect (cl_main.obj)
       0.000   0.0        0.000   0.0    22310 _CL_EntityNum (cl_parse.obj)
       0.000   0.0        0.000   0.0        1 _CL_InitInput (cl_input.obj)
       0.000   0.0        0.000   0.0      276 _CL_KeepaliveMessage (cl_parse.obj)
       0.000   0.0        0.000   0.0    13730 _CL_KeyState (cl_input.obj)
       0.000   0.0        0.000   0.0     1374 _CL_LerpPoint (cl_main.obj)
       0.000   0.0        0.000   0.0        1 _CL_NextDemo (cl_main.obj)
       0.000   0.0        0.000   0.0      204 _CL_ParseBaseline (cl_parse.obj)
       0.000   0.0        0.000   0.0      898 _CL_ParseClientdata (cl_parse.obj)
       0.000   0.0    23256.741  54.0        1 _CL_ParseServerInfo (cl_parse.obj)
       0.000   0.0    22958.001  53.3      926 _CL_ParseServerMessage (cl_parse.obj)
       0.000   0.0        5.488   0.0      571 _CL_ParseStartSoundPacket (cl_parse.obj)
       0.000   0.0        0.000   0.0       66 _CL_ParseStaticSound (cl_parse.obj)
       0.000   0.0        0.000   0.0      111 _CL_ParseTEnt (cl_tent.obj)
       0.000   0.0        0.000   0.0    22150 _CL_ParseUpdate (cl_parse.obj)
       0.000   0.0    23060.738  53.5     1374 _CL_ReadFromServer (cl_main.obj)
       0.000   0.0        0.000   0.0     1374 _CL_SendCmd (cl_main.obj)
       0.000   0.0        0.000   0.0     1373 _CL_SendMove (cl_input.obj)
       0.000   0.0        0.000   0.0        4 _CL_SignonReply (cl_main.obj)
       0.000   0.0        0.000   0.0        1 _CL_StopPlayback (cl_demo.obj)
       0.000   0.0      155.528   0.4   177985 _CL_TruePointContents (gl_rpart.obj)
       0.000   0.0       30.991   0.1        2 _COM_AddGameDirectory (common.obj)
       0.000   0.0        0.000   0.0      195 _COM_CheckParm (common.obj)
       0.000   0.0        0.000   0.0        1 _COM_CheckRegistered (common.obj)
       0.000   0.0        0.599   0.0      183 _COM_CloseFile (common.obj)
       0.000   0.0        0.000   0.0        1 _COM_DefaultExtension (common.obj)
       0.000   0.0      187.724   0.4      449 _COM_FOpenFile (common.obj)
       0.000   0.0        0.000   0.0      235 _COM_FileBase (common.obj)
       0.000   0.0       30.418   0.1        1 _COM_Init (common.obj)
       0.000   0.0       30.983   0.1        1 _COM_InitFilesystem (common.obj)
       0.000   0.0     5930.309  13.8      244 _COM_LoadFile (common.obj)
       0.000   0.0       52.888   0.1        9 _COM_LoadHunkFile (common.obj)
       0.000   0.0     5865.855  13.6      234 _COM_LoadStackFile (common.obj)
       0.000   0.0       11.254   0.0        1 _COM_LoadTempFile (common.obj)
       0.000   0.0       50.893   0.1      244 _COM_OpenFile (common.obj)
       0.000   0.0        0.000   0.0      612 _COM_Parse (common.obj)
       0.000   0.0        0.000   0.0      240 _COM_StripExtension (common.obj)
       0.000   0.0        0.000   0.0        2 _CRC_Init (crc.obj)
       0.000   0.0        5.213   0.0      171 _Cache_Alloc (zone.obj)
       0.000   0.0        0.000   0.0    33847 _Cache_Check (zone.obj)
       0.000   0.0        0.000   0.0      172 _Cache_FreeHigh (zone.obj)
       0.000   0.0        0.000   0.0        1 _Cache_Init (zone.obj)
       0.000   0.0        0.000   0.0    34077 _Cache_MakeLRU (zone.obj)
       0.000   0.0        6.649   0.0      294 _Cache_Move (zone.obj)
       0.000   0.0        0.000   0.0        1 _Cache_Report (zone.obj)
       0.000   0.0        0.000   0.0    33906 _Cache_UnlinkLRU (zone.obj)
       0.000   0.0        0.000   0.0        4 _CalcFov (gl_screen.obj)
       0.000   0.0        1.296   0.0     1374 _CalcGunAngle (view.obj)
       0.000   0.0        2.578   0.0        1 _CaptureHelper_Init (capturehelpers.obj)
       0.000   0.0        0.000   0.0    10113 _CaptureHelper_IsActive (capturehelpers.obj)
       0.000   0.0        0.000   0.0        1 _CaptureHelper_OnStopPlayback (capturehelpers.obj)
       0.000   0.0        0.000   0.0     4574 _CaptureHelper_OnTransferStereo16 (capturehelpers.obj)
       0.000   0.0        0.000   0.0     9560 _Capture_IsRecording (captureavi.obj)
       0.000   0.0        0.000   0.0       27 _Cbuf_AddText (cmd.obj)
       0.000   0.0      465.231   1.1     1375 _Cbuf_Execute (cmd.obj)
       0.000   0.0        0.000   0.0        6 _Cbuf_InsertText (cmd.obj)
       0.000   0.0        0.000   0.0        1 _Chase_Init (chase.obj)
       0.000   0.0        0.000   0.0        2 _ClearAllStates (gl_vidnt.obj)
       0.000   0.0        0.000   0.0      143 _Cmd_AddCommand (cmd.obj)
       0.000   0.0        0.000   0.0        6 _Cmd_Alias_f (cmd.obj)
       0.000   0.0        0.000   0.0      519 _Cmd_Argc (cmd.obj)
       0.000   0.0        0.000   0.0      441 _Cmd_Argv (cmd.obj)
       0.000   0.0        0.000   0.0        4 _Cmd_Exec_f (cmd.obj)
       0.000   0.0      467.306   1.1      292 _Cmd_ExecuteString (cmd.obj)
       0.000   0.0        0.000   0.0      210 _Cmd_Exists (cmd.obj)
       0.000   0.0        0.000   0.0        1 _Cmd_Init (cmd.obj)
       0.000   0.0        0.000   0.0        1 _Cmd_StuffCmds_f (cmd.obj)
       0.000   0.0        8.532   0.0      292 _Cmd_TokenizeString (cmd.obj)
       0.000   0.0        0.000   0.0     1418 _Con_CheckResize (console.obj)
       0.000   0.0        0.000   0.0        3 _Con_ClearNotify (console.obj)
       0.000   0.0        0.000   0.0      471 _Con_DPrintf (console.obj)
       0.000   0.0        0.000   0.0      108 _Con_DrawConsole (console.obj)
       0.000   0.0        0.000   0.0      108 _Con_DrawInput (console.obj)
       0.000   0.0        0.000   0.0     1309 _Con_DrawNotify (console.obj)
       0.000   0.0        0.000   0.0        1 _Con_Init (console.obj)
       0.000   0.0        0.000   0.0      121 _Con_Linefeed (console.obj)
       0.000   0.0        0.000   0.0      118 _Con_Printf (console.obj)
       0.000   0.0        0.000   0.0        5 _Con_SafeDPrintf (console.obj)
       0.000   0.0        0.000   0.0        1 _Con_ToggleConsole_f (console.obj)
       0.000   0.0        0.000   0.0        6 _CopyString (cmd.obj)
       0.000   0.0        0.000   0.0       94 _Cvar_Command (cvar.obj)
       0.000   0.0        0.000   0.0      546 _Cvar_FindVar (cvar.obj)
       0.000   0.0        0.000   0.0       99 _Cvar_Set (cvar.obj)
       0.000   0.0        0.000   0.0      143 _Cvar_VariableString (cvar.obj)
       0.000   0.0        1.043   0.0        1 _Datagram_Shutdown (net_dgrm.obj)
       0.000   0.0        0.000   0.0        1 _DeinitConProc (conproc.obj)
       0.000   0.0     5846.054  13.6      183 _Draw_BeginDisc (gl_draw.obj)
       0.000   0.0       13.923   0.0        1 _Draw_CachePic (gl_draw.obj)
       0.000   0.0        0.453   0.0      108 _Draw_ConsoleBackground (gl_draw.obj)
       0.000   0.0     1393.196   3.2      111 _Draw_PicFromWad (gl_draw.obj)
       0.000   0.0       70.021   0.2     4251 _Draw_String (gl_draw.obj)
       0.000   0.0        1.286   0.0      488 _FindChunk (snd_mem.obj)
       0.000   0.0        0.000   0.0    37883 _FloatNoSwap (common.obj)
       0.000   0.0        0.000   0.0        1 _FreeSound (snd_win.obj)
       0.000   0.0      114.747   0.3        1 _GL_BuildLightmaps (gl_rsurf.obj)
       0.000   0.0       60.026   0.1     5274 _GL_CreateSurfaceLightmap (gl_rsurf.obj)
       0.000   0.0        0.000   0.0    52009 _GL_DisableTMU (gl_rsurf.obj)
